# This file is UTF-8 encoded. Avoid using of BOM!
# WORD	TF	IDF	ATTR
民主進步黨	12.98	10.99	n
幫腔	11.46	13.07	v
單曲	12.82	10.16	n
砓	0.73	0.00	@
領據	12.80	10.22	n
飄蕩	12.65	10.57	v
魔術	13.17	9.29	n
膴	0.73	0.00	@
衳	0.69	0.00	@
化學系	13.18	15.88	n
漸進式	12.13	12.27	A
灒	0.72	0.00	@
一字	13.29	8.97	d
邱長光	12.04	12.44	n
長安街	12.83	10.74	n
免死	12.89	10.00	u
習作	12.55	10.80	n
國語日報	11.88	13.04	n
唇語	11.89	12.24	n
拘束力	12.09	12.35	n
納齊奧	12.68	11.09	n
葛來儀	11.91	12.70	n
塳	0.69	0.00	@
手銬	12.26	11.45	n
冴	0.83	0.00	@
參政	12.73	10.39	v
裡裡外外	13.65	14.53	n
襀	0.70	0.00	@
脁	0.75	0.00	@
全繫統	12.02	12.48	n
愛立信	12.87	10.66	n
げ	1.02	0.00	#
熴	0.73	0.00	@
鄁	0.72	0.00	@
饀	0.72	0.00	@
硳	0.69	0.00	@
末班車	12.48	11.53	n
桳	0.77	0.00	@
衝回去	12.49	11.51	v
燭臺	11.78	12.44	n
砸了	12.87	10.05	a
卡號	13.21	14.70	n
憴	0.70	0.00	@
柏崎市	11.42	13.60	n
兄弟檔	12.48	11.54	n
月代	13.17	9.29	n
華潤	11.78	12.44	n
吳文翠	12.04	12.44	n
發酸	11.91	12.19	a
錄音帶	12.54	11.41	n
絕緣體	11.96	12.61	n
筆畫	12.66	10.54	n
農作	11.06	13.78	n
釣	1.13	0.00	u
頤	1.11	0.00	@
齋戒月	11.52	13.42	n
金妮	10.90	14.04	n
基督教會	12.75	11.27	n
文學史	12.32	11.88	n
蠤	0.72	0.00	@
定名為	12.11	12.31	v
揮霍無度	11.82	13.15	a
龍舟賽	11.47	13.51	n
包種茶	11.25	13.88	n
偽藥	12.08	11.85	n
簽單	12.03	11.94	n
許竹	11.67	12.67	n
	0.66	0.00	@
李四川	11.93	12.67	n
塞到	13.08	9.53	u
借到	13.10	9.47	u
念完	12.63	10.63	u
楀	0.82	0.00	@
表裡	13.19	9.24	n
內政部	12.46	11.59	n
五點十二	13.39	9.76	n
無知	13.07	9.54	a
祀	1.00	0.00	u
林德嘉	12.02	12.49	n
焁	0.69	0.00	@
制酸劑	12.77	10.88	n
改好	13.19	9.22	u
壯士	12.40	11.16	n
精蟲	11.34	13.29	n
舒緩	12.77	10.28	u
護馬	12.89	9.98	n
會員體	13.31	9.59	n
卡州	12.93	9.89	n
吳念真	11.20	13.97	n
亞斯淇	11.61	13.27	n
影評家	12.26	12.00	n
潛盾機	11.51	13.43	n
踐踏	12.57	10.77	u
十幾萬	13.45	9.22	n
奀	0.84	0.00	@
儁	0.86	0.00	@
午餐會	12.73	10.97	n
林志傑	10.96	14.37	n
法蘭克	12.07	12.39	n
獵犬	12.18	11.63	n
公園區	11.29	13.82	n
波娃	12.40	11.14	n
砤	0.73	0.00	@
蘇拾平	12.03	12.45	n
燣	0.70	0.00	@
式分接器	13.35	9.86	n
拐彎抹角	12.23	12.37	a
懣	0.85	0.00	@
海蒂克倫	12.18	12.47	n
色狼皮	11.64	13.20	n
栤	0.90	0.00	@
台北市長	12.16	12.51	n
史蒂芬金	12.07	12.68	n
王秀	11.30	13.36	n
筍絲	11.67	12.67	n
凣	0.72	0.00	@
駓	0.71	0.00	@
兄長	12.35	11.25	n
厭倦	12.82	10.16	v
膒	0.69	0.00	@
閃出	13.02	9.67	v
靈葆雅	11.34	13.73	n
題材性	12.86	10.68	n
觓	0.70	0.00	@
讓窩	12.83	10.15	n
澎管處	11.36	13.70	n
無須	13.32	8.87	d
白蛇傳	11.70	13.10	n
不適感	12.46	11.58	n
作品集	13.32	9.56	n
柴口	10.87	14.09	n
陳康	10.93	13.99	n
高檔	13.48	8.44	n
聲名	12.80	10.22	n
影分身	11.86	12.79	n
伊南	10.42	14.81	n
欄桿	11.61	12.78	n
白堊紀	11.45	13.54	n
鉗子	12.17	11.64	n
帝汶	11.35	13.27	n
安室奈	11.97	12.59	n
童言	11.64	12.73	n
張美瑤	11.96	12.61	n
狼狽	12.72	10.40	a
醫大	13.07	15.26	n
卡普	13.09	15.18	n
春聯	12.11	11.78	n
軟銀	12.80	10.22	n
	0.66	0.00	@
萬巒鄉	10.91	14.45	n
十三世紀	12.93	10.86	n
包款	11.55	12.90	n
現煮	12.31	11.36	u
醉倒	12.42	11.09	a
萬寶	11.24	13.46	n
圓頂	12.83	10.14	n
大個子	12.57	11.35	n
蠳	0.72	0.00	@
雋永	12.13	11.73	a
電玩店	13.05	16.35	n
頻頻	13.11	9.43	d
豐收	12.98	9.78	a
鄭重	13.35	8.82	d
悶揪	11.33	13.30	a
固定術	12.87	10.65	n
澳洲隊	12.11	12.30	n
釴	0.71	0.00	@
頭鯨	11.82	12.36	n
頳	0.71	0.00	@
煙幕	11.39	13.19	n
褒忠鄉	11.45	13.55	n
小老弟	11.97	12.57	n
寧邊	11.05	13.80	n
秓	0.70	0.00	@
鄉愁	12.17	11.64	n
顯微鏡	13.06	10.20	n
馴養	12.00	12.00	u
買斷	12.90	9.97	u
大過	13.37	8.74	n
熒	1.00	0.00	u
皮爾遜	11.85	12.81	n
墜崖	11.36	13.25	n
槓	1.08	0.00	u
總書記	13.25	9.73	n
蜜語甜言	11.84	13.11	n
尊爵	11.69	12.64	n
對照	13.37	8.74	v
憒	0.88	0.00	@
尉南王	11.92	12.68	n
溫家寶	11.96	12.59	n
琴酒	10.74	14.31	n
美國史	13.32	9.57	n
炸彈	13.12	9.42	n
查維斯	10.68	14.80	n
堳	0.80	0.00	@
購回	13.12	9.42	u
通訊業	11.54	13.38	n
靖哥	11.63	12.75	n
凴	0.83	0.00	@
仿彿	11.51	12.97	n
桑德茲	11.98	12.57	n
蘇門答臘島	11.54	13.82	n
闑	0.70	0.00	@
鶐	0.69	0.00	@
皺皺	12.85	10.09	a
移過來	12.31	11.90	v
懴	0.71	0.00	@
栳	0.85	0.00	@
不變	13.30	8.94	a
砳	0.73	0.00	@
藑	0.70	0.00	@
諸佛	11.52	12.95	n
趐	0.79	0.00	@
腦下垂體	11.68	13.40	n
濾泡	11.89	12.23	u
燴	1.03	0.00	u
跑遠	13.00	9.71	v
純益	11.16	13.61	n
八年	13.28	8.99	n
娓娓道來	12.12	12.58	u
佈設	13.02	9.67	u
雞尾酒	12.58	11.31	n
羅列	12.51	10.89	u
商標法	11.92	12.68	n
戒嚴法	11.61	13.27	n
匯入	12.95	9.85	u
致死案	12.05	12.42	n
重劃局	12.76	10.92	n
調動	13.29	8.96	u
女組	13.18	9.25	n
林志堅	12.01	12.50	n
車胎	11.88	12.26	n
李東旭	10.35	15.28	n
話匣子	12.05	12.43	n
鎮守	12.16	11.68	v
妖艷	11.79	12.43	a
差一點	13.24	9.76	d
負氣	11.72	12.56	d
顯赫	12.70	10.47	a
均價	13.13	9.39	n
媒體網	13.48	9.14	n
老陳	13.12	15.06	n
豴	0.69	0.00	@
迴圈	13.09	9.50	n
薳	0.86	0.00	@
守護	13.20	9.22	u
彌陀	11.79	12.42	n
嘶吼	11.57	12.86	v
閳	0.71	0.00	@
陸陸續續	12.09	12.65	d
鱴	0.69	0.00	@
目不暇給	11.62	13.50	a
原點	13.17	9.29	n
襲擊	13.27	9.03	u
魚頭	11.60	12.81	n
發球員	12.65	11.16	n
客機	12.75	10.34	n
塔悠路	11.61	13.27	n
莫雲	10.60	14.53	n
裕台	12.35	11.25	n
超痛	12.94	9.87	a
安全帶	12.42	11.67	n
細嚼	11.74	12.54	u
嶐	0.71	0.00	@
輪胎	13.12	9.42	n
雲端	12.57	10.76	n
願力	10.83	14.16	n
錶款	13.13	9.38	n
手指縫	11.83	12.86	n
請假	12.83	10.13	v
主創	12.49	10.94	n
土層	12.80	10.21	n
一六○	12.00	12.52	n
闁	0.78	0.00	@
鶀	0.70	0.00	@
龍峒	10.54	14.61	n
百分之九十五	12.09	12.97	m
費爾茲	11.86	12.79	n
伊澄科	12.07	12.38	n
三連	13.23	9.12	A
趀	0.69	0.00	@
重操	12.65	10.57	n
財會	13.05	9.59	n
綐	0.69	0.00	@
痑	0.71	0.00	@
浩子	11.71	12.59	n
害窩	11.67	12.66	n
到尾	13.11	9.45	n
旑	0.71	0.00	@
紅潮	11.59	12.82	n
設計展	13.39	9.38	n
運務	13.00	9.71	n
沙漠市	12.05	12.43	n
涐	0.82	0.00	@
壓下	13.15	9.34	u
攝影社	13.29	9.62	n
喪子	12.01	11.98	v
山腳路	10.70	14.77	n
芝樹	12.10	11.80	n
陳立恆	11.13	14.09	n
工程部	13.42	14.89	n
紅場	11.22	13.49	n
停用	13.15	9.34	a
包打聽	11.87	12.78	n
客服部	12.03	12.46	n
串聯	12.68	10.51	u
黑騎士	11.96	12.59	n
美談	11.72	12.56	n
仁旺清	11.98	12.56	n
獸慾	11.26	13.42	n
遊湖	11.18	13.57	n
闊別	12.13	11.74	v
高標准	10.61	14.90	n
遞減	12.55	10.80	a
空蕩蕩	12.81	10.80	a
蕭政凱	12.07	12.38	n
斳	0.81	0.00	@
汴	1.03	0.00	@
取決	13.22	9.15	v
如此一來	13.60	9.21	d
心想念	12.35	11.81	n
疳	0.87	0.00	@
撫觸	11.53	12.94	u
彩兒	12.98	9.77	n
御恆	11.74	12.53	n
動力學	13.26	9.71	n
林啟川	12.05	12.43	n
造型獎	12.96	10.45	n
宣榕	10.94	13.98	n
協商	13.31	8.92	v
統統	12.87	10.03	d
許致強	12.06	12.40	n
豤	0.69	0.00	@
逛阿逛	13.02	10.30	u
變美	11.29	13.38	n
薣	0.70	0.00	@
衛生廳	12.58	11.32	n
屴	0.75	0.00	@
閣	1.23	0.00	d
陳子強	11.86	12.79	n
鱤	0.88	0.00	@
奧本山	12.33	11.85	n
欺誑	10.98	13.92	u
選戰營	12.55	11.39	n
情傷	12.93	9.90	n
改進型	13.11	10.09	n
崔智友	10.97	14.35	n
賭局	11.94	12.14	n
竄紅	11.80	12.40	a
佛心	12.88	10.01	n
刷卡	13.07	9.53	v
嶀	0.71	0.00	@
棋力	11.28	13.39	n
泊靠	11.73	12.55	v
條件	14.13	6.53	n
嗁	0.69	0.00	@
報告出來	13.43	9.65	v
斯道拉恩索	12.20	12.62	n
配息	12.51	10.89	n
馬可波羅號	13.03	10.87	n
潛心	12.61	10.66	d
租借給	11.98	12.57	v
凍死	11.29	13.38	v
修練	11.84	12.34	u
綀	0.82	0.00	@
長假	13.14	9.36	n
頭前溪	12.46	11.57	n
特調	12.99	9.76	n
痁	0.73	0.00	@
撐不住	12.61	11.25	a
淡水鎮	12.12	12.28	n
後防	11.37	13.23	n
沉沒	12.54	10.82	a
隨緣	12.83	10.14	a
涀	0.80	0.00	@
引導到	13.27	9.68	u
四溢	12.43	11.09	a
小號	13.32	8.89	n
心儒	12.28	11.42	n
奪金	12.92	9.93	n
親率	12.74	10.37	v
陽臺	11.11	13.68	n
隔離區	12.56	11.36	n
週週	13.39	8.69	m
入伍生	11.83	12.86	n
匯流	11.86	12.29	a
層層	13.27	9.01	m
斣	0.77	0.00	@
國計民生	12.61	11.58	n
籤	1.21	0.00	n
陳淑貞	11.59	13.30	n
隔鄰	12.25	11.47	n
鼻輪	11.62	12.76	n
薑	1.22	0.00	n
跐	0.75	0.00	@
朴贊浩	11.67	13.16	n
閑	1.21	0.00	a
集合到	13.17	9.94	v
鷐	0.70	0.00	@
近半	13.06	9.58	n
汶羅	12.25	11.48	n
潘文涵	12.04	12.45	n
船艙	12.02	11.97	n
霍華德	12.61	11.26	n
窯燒	11.74	12.54	v
喣	0.72	0.00	@
埋設	11.91	12.19	u
層	1.22	0.00	q
伎倆	12.57	10.75	n
右想	13.02	9.68	n
洋投手	11.47	13.51	n
藝能	13.04	9.62	n
鮪釣	10.67	14.42	A
英文班	13.14	10.02	n
加茲尼省	12.04	12.74	n
掛有	13.12	9.42	v
核安	12.74	10.37	n
張哲琛	11.95	12.62	n
維妙維肖	11.79	13.21	a
致新	13.13	15.01	n
賽局	12.85	10.09	n
改叫	12.96	9.81	u
重死	13.09	9.50	u
镳	0.86	0.00	@
鲴	0.77	0.00	@
勾結	12.69	10.49	u
蕳	0.77	0.00	@
飛船	12.66	10.55	n
貴	1.22	0.00	a
報怨	11.74	12.52	v
女人心	13.37	9.43	n
長短期	13.04	10.25	n
鬥狗	12.49	10.95	n
名產	12.58	10.73	n
楊烈	10.71	14.35	n
自圓其說	12.31	12.19	v
酥皮	11.81	12.39	n
無奈	13.59	8.15	a
外館	13.09	15.21	n
品儀	12.80	10.23	n
球探	12.57	10.76	n
預約	13.24	9.10	u
吐魯番	12.84	10.73	n
笛聲	12.11	11.78	n
阿嘉	11.18	13.56	n
主神	11.82	12.38	n
無師自通	13.22	10.18	a
王建明	10.35	15.28	n
熟到	12.90	9.96	u
一絲絲	12.07	12.38	m
檢察官	12.69	11.07	n
薁	0.72	0.00	@
跑上	13.16	9.32	v
那斯達克	13.26	16.14	n
跀	0.71	0.00	@
發笑	12.29	11.40	v
肺結核病	12.26	12.30	n
喑	0.93	0.00	@
巐	0.73	0.00	@
一九九○年代	12.19	12.78	n
波司登	12.02	12.48	n
閁	0.72	0.00	@
阿利安	11.66	13.16	n
鷀	0.69	0.00	@
淐	0.75	0.00	@
鄭國良	12.01	12.49	n
存檔	13.75	7.68	v
伊朗案	11.97	12.59	n
庇里牛斯	11.45	13.81	n
緐	0.70	0.00	@
清償	12.38	11.18	u
亞德敦	11.96	12.59	n
強而有力	13.12	10.42	a
貫徹	13.64	8.00	v
簽收	12.48	10.96	u
吳音寧	11.85	12.81	n
到診斷	13.17	9.94	u
麵館	12.32	11.32	n
後來居上	12.52	11.77	a
手手	13.29	8.97	n
啳	0.70	0.00	@
岴	0.69	0.00	@
七竅生煙	11.77	13.24	a
連著	11.68	12.64	d
悲壯	12.54	10.84	a
庫洛洛	13.06	16.33	n
療法	13.39	8.69	n
解釋給	11.39	13.64	v
超會	13.23	9.13	n
速配	12.88	10.02	u
貤	0.71	0.00	@
粴	0.73	0.00	@
蕣	0.82	0.00	@
築有	12.81	10.19	v
張思之	10.88	14.49	n
畳	0.77	0.00	@
寫輪	12.92	9.91	n
蔣宸	10.07	15.32	n
開支	13.03	9.64	n
精誠	12.60	10.70	n
敳	0.75	0.00	@
沴	0.77	0.00	@
吉羅德	11.86	12.80	n
憶萱	11.30	13.36	n
推走	13.06	9.56	u
甜膩	11.72	12.56	a
張賢智	11.83	12.84	n
長度	13.59	8.15	n
陳慧琳	12.17	12.19	n
繼續	14.11	6.59	v
表露出	12.27	11.97	u
主日學	13.38	9.40	n
瑪迪芙	11.81	12.89	n
巀	0.72	0.00	@
軍政府	13.29	9.63	n
白曉燕	10.50	15.06	n
亞馬遜河	12.13	12.56	n
喁	0.80	0.00	@
義大利菜	12.08	12.65	n
隻眼	11.79	12.43	n
斁	0.79	0.00	@
禪修	11.86	12.30	n
緀	0.75	0.00	@
輸油	12.52	10.88	n
疁	0.74	0.00	@
厭惡感	12.04	12.45	n
好聽	13.26	9.04	a
帶出來	13.42	9.31	u
南庄	12.19	11.61	n
民進黨團	11.85	13.09	n
舞蹈界	12.27	11.97	n
薩摩亞	12.18	12.17	n
伯樂	12.48	10.97	n
一九七二年	11.57	13.78	n
景觀區	11.30	13.81	n
臨到	11.81	12.39	v
揪肆	11.04	13.81	u
亂摸	12.42	11.10	u
岤	0.71	0.00	@
西亞	12.96	9.83	n
悲歡離合	12.64	11.52	n
出錯	13.21	9.18	a
啣	1.07	0.00	u
縐	0.96	0.00	@
難以置信	12.28	12.27	v
纖維素	12.90	10.58	n
斯柯爾斯	12.96	10.80	n
癑	0.71	0.00	@
劉彥廷	11.99	12.54	n
橋頭	12.58	10.73	n
畣	0.70	0.00	@
蘇達索諾	12.79	11.19	n
珍妮佛梅爾	11.74	13.47	n
後繼	12.49	10.95	n
晑	0.72	0.00	@
半導體業	12.89	10.95	n
源源不斷	12.40	12.02	a
綁上	12.71	10.44	u
邱文仁	11.48	13.50	n
噑	0.78	0.00	@
國民黨	13.24	15.63	n
勝任	12.88	10.03	v
味覺	12.49	10.95	n
丐	0.98	0.00	@
聯席	12.76	10.32	A
脫節	12.51	10.90	v
發信	12.50	10.93	v
取書	13.11	9.44	n
加納	12.53	10.86	n
滿臉通紅	12.13	12.55	a
隨著	13.24	9.10	p
碗盤	12.26	11.45	n
詭絲	11.44	13.11	n
鋸斷	11.53	12.94	u
賴	1.22	0.00	v
蔳	0.69	0.00	@
屬靈	12.75	10.35	A
機架	13.05	9.58	n
牽線	12.03	11.94	v
柯夫通	12.07	12.39	n
十分地	13.39	9.37	d
反升	12.93	9.90	v
郝西瑟	12.05	12.42	n
鳴	1.18	0.00	v
锳	0.74	0.00	@
享壽	11.73	12.55	v
承偌	10.71	14.36	n
靈柩	11.73	12.55	n
內鬨	11.83	12.36	n
蔡麗宜	12.06	12.40	n
西藥房	11.87	12.77	n
道場	12.62	10.64	n
真是的	13.44	9.26	a
尤班克斯	12.02	12.77	n
懇親會	11.92	12.67	n
丟官	12.12	11.76	v
開幕賽	13.01	10.33	n
中醫	13.58	8.16	n
拉米雷茲	12.27	12.29	n
開講	12.65	10.57	v
麥坎	11.61	12.78	n
黃牛案	11.89	12.75	n
抽購	12.66	10.54	u
紋身	12.74	10.36	v
金鉤	11.15	13.62	n
馬紹爾	12.62	11.23	n
縀	0.72	0.00	@
有閒	11.47	13.05	a
查報	11.28	13.38	u
癁	0.72	0.00	@
國際會議廳	13.40	15.98	n
成份股	11.66	13.17	n
陑	0.79	0.00	@
鸐	0.70	0.00	@
鐵桶	12.06	11.89	n
張軍偉	12.02	12.48	n
渀	0.73	0.00	@
帀	0.77	0.00	@
踐	1.04	0.00	@
噁	1.20	0.00	u
投票法	13.18	9.92	n
甲恩	12.67	10.52	n
割傷	11.87	12.27	u
宮腰	10.83	14.16	n
進化	13.20	9.22	v
墨西哥灣	12.06	12.70	n
陳鴻文	11.95	12.62	n
峴	0.97	0.00	@
蔣	1.21	0.00	n
賤	1.15	0.00	a
方彩綾	12.07	12.39	n
咖啡園	12.82	10.78	n
唳	0.93	0.00	@
泴	0.68	0.00	@
馬小九	10.83	14.57	n
高質量	13.16	9.97	n
鳤	0.72	0.00	@
當頭棒喝	12.01	12.79	v
攳	0.70	0.00	@
杜邦	12.55	10.81	n
撥出	12.84	10.11	u
傷食	12.75	10.33	u
安全門	12.14	12.24	n
糴	0.85	0.00	@
鎮代	12.86	10.06	n
歷史性	13.47	9.16	n
劉荷娜	11.22	13.95	n
王金勇	11.34	13.73	n
管區	11.75	12.50	n
粵菜廳	11.62	13.23	n
瞥見	12.14	11.71	u
入國	13.20	14.72	n
淚痕	12.36	11.24	n
併列	13.20	9.20	a
發行權	13.21	9.83	n
貧血	12.88	10.03	a
醒醒	13.08	9.51	v
風電場	11.63	13.23	n
紐曼	12.76	10.32	n
聖國	13.04	15.38	n
賣不掉	13.24	9.77	u
東英	11.02	13.85	n
乾癮	11.72	12.57	n
五百萬	12.05	12.43	n
塞進去	12.02	12.49	u
羅時豐	10.51	15.05	n
七彩	13.12	9.41	n
慰問金	12.18	12.16	n
消耗戰	12.08	12.37	n
攜家帶眷	11.66	13.44	v
比鄰	12.30	11.37	v
墮入	12.26	11.45	v
聖塔	12.85	10.08	n
陁	0.72	0.00	@
鸀	0.73	0.00	@
清燉	11.76	12.50	u
摘銀	12.51	10.91	u
回望	13.06	9.56	u
濤濤	13.08	9.52	a
虁	0.70	0.00	@
踀	0.72	0.00	@
電眼	12.35	11.25	n
許宗力	11.94	12.63	n
燒芭	11.42	13.14	n
苦勸	11.85	12.30	v
嚐盡	12.26	11.45	u
春裝	12.34	11.29	n
誆稱	10.99	13.90	v
超炫	12.79	10.25	n
高血壓症	13.03	10.63	n
卡掉	13.03	9.66	u
李天助	12.03	12.46	n
開辦費	12.49	11.52	n
敗家女	12.06	12.41	n
精練	12.38	11.19	a
阿茲海默	11.93	12.95	n
哈伯	11.28	13.38	n
江守山	12.01	12.51	n
眼影盤	11.59	13.30	n
聽得出	13.44	9.25	u
馬卡爾	10.76	14.67	n
湐	0.76	0.00	@
峤	0.94	0.00	@
昑	0.71	0.00	@
三總	13.36	14.06	n
唣	0.73	0.00	@
泤	0.74	0.00	@
繐	0.74	0.00	@
瘑	0.76	0.00	@
姓男子	12.03	12.46	n
攣	0.91	0.00	@
利鳴	11.74	12.53	n
産	1.25	0.00	@
糤	0.71	0.00	@
車斗	10.87	14.09	n
嘟起	11.78	12.45	u
梁嵩	11.72	12.57	n
嘑	0.74	0.00	@
幐	0.72	0.00	@
德曼	13.06	15.32	n
台藝	10.96	13.95	n
無所謂	13.51	9.07	a
調為	13.15	9.34	v
配戴	12.83	10.14	u
高調	12.87	10.05	n
直昇機	12.79	10.84	n
於此	12.43	11.08	d
於焉	10.99	13.90	c
副主任委員	13.25	10.36	n
浦發	11.77	12.48	n
阿崙	11.80	12.41	n
預訂	13.53	8.32	u
點名表	12.09	12.34	n
漢城	12.61	10.66	n
羅迪克	11.50	13.46	n
洋投	12.30	11.36	n
封橋	10.27	15.03	n
臺籍	11.18	13.57	n
薛佳玲	11.95	12.62	n
治療	13.85	7.39	n
盳	0.76	0.00	@
均一價	11.48	13.49	n
曳	1.01	0.00	u
漴	0.72	0.00	@
李婦	11.77	12.48	n
憂鬱劑	11.70	13.10	n
包爾	10.85	14.12	n
翁家明	10.50	15.07	n
隊史	12.88	10.02	n
毆傷	10.82	14.18	u
塞州沃爾瑟姆電	11.20	14.59	n
弴	0.72	0.00	@
図	0.92	0.00	@
粉紅	13.30	8.93	a
續續	13.14	9.37	d
見多識廣	12.52	11.76	a
勞工節	10.64	14.86	n
兩億五千萬	11.68	13.58	n
並進	12.31	11.36	v
熱量表	12.40	11.70	n
謀利	12.62	10.65	v
小栗旬	12.06	12.40	n
決勝局	11.99	12.54	n
毛細孔	11.51	13.44	n
壯圍	11.71	12.58	n
抓出	13.11	9.44	u
湀	0.78	0.00	@
窩說	12.85	10.09	n
昁	0.75	0.00	@
勇伯	12.38	11.20	n
榮欣	11.03	13.83	n
蘑	0.94	0.00	@
蹐	0.74	0.00	@
葛洛	11.30	13.36	n
瘁	0.91	0.00	v
繀	0.75	0.00	@
列車	13.38	8.73	n
劉得倉	11.95	12.62	n
太麻里溪	11.21	14.21	n
下頭	13.24	14.57	n
多出來	13.49	9.11	a
獨木	11.10	13.70	n
阑	1.02	0.00	n
鹐	0.69	0.00	@
字跡	12.57	10.76	n
來自於	13.13	10.05	v
即時性	13.25	9.73	n
乀	0.89	0.00	@
嘁	0.89	0.00	@
撒謊	12.62	10.65	v
歐盟	13.01	15.49	n
無厘頭	12.56	11.36	n
小柯	12.97	9.81	n
幀	1.10	0.00	q
二○○九年	13.75	9.10	n
冷嘲熱諷	12.41	11.99	v
女壘隊	11.81	12.90	n
大漢溪	11.57	13.33	n
照片展	13.25	9.74	n
葉全真	11.43	13.58	n
飄移	12.31	11.36	v
如晞老師	10.63	15.09	n
常設	12.25	11.48	A
監	1.20	0.00	n
紅牛隊	11.91	12.69	n
小本經營	11.85	13.09	a
糖度	11.73	12.54	n
蔡鴻德	12.04	12.45	n
雳	0.88	0.00	@
鼴	0.80	0.00	@
聯誼賽	12.04	12.44	n
曣	0.71	0.00	@
漤	0.77	0.00	@
弤	0.70	0.00	@
蛳	0.81	0.00	@
蹦出來	12.05	12.42	v
輴	0.71	0.00	@
襯托	12.70	10.45	v
拉郝德	12.02	12.48	n
允諾	12.08	11.84	v
千禧	12.07	11.85	n
団	0.94	0.00	@
共飲	12.72	10.41	u
三千兩百	12.40	12.02	n
彈珠	11.61	12.78	n
吳嘉龍	11.39	13.65	n
帶進	13.21	9.17	u
第六十四	12.10	12.61	n
丹鳳	12.57	10.77	n
壓平	12.91	9.94	v
北倉	11.45	13.08	n
彭戈	11.68	12.65	n
遙控	13.19	9.24	u
籌得	12.54	10.84	u
雙殺	11.02	13.84	u
逢甲路	12.11	12.31	n
麥朵	11.72	12.57	n
竹南	12.84	10.12	n
技術線型	11.55	13.62	n
林明憲	11.84	12.83	n
英數	13.06	9.57	n
越權	12.16	11.67	v
蹀	0.79	0.00	@
進口商	13.25	9.72	n
蘁	0.71	0.00	@
傻寶	12.22	11.55	n
百分之八點二	13.56	9.78	m
歐姆龍	12.00	12.52	n
礦井	12.55	10.80	n
鹀	0.73	0.00	@
細碎	12.17	11.65	a
為輔	12.92	9.91	v
發號施令	12.31	12.21	v
山雞	11.38	13.21	n
有貞	10.29	15.00	n
刻上	13.01	9.68	u
夏燒	11.00	13.88	n
學不來	13.52	9.03	u
日盛	13.05	15.35	n
陳尹杰	12.07	12.38	n
惡化	13.01	9.69	a
三子	13.23	9.12	n
代表色	13.34	9.50	n
一點紅	13.32	15.29	n
電子學	13.44	9.24	n
毫髮未傷	12.27	12.27	a
伯利恆	11.47	13.52	n
展覽會	13.38	9.41	n
中壢	11.89	12.23	n
關山鎮	11.05	14.22	n
分局長	12.13	12.27	n
呆橘	11.40	13.17	n
晨興	12.47	10.98	n
書田	12.96	9.82	n
囑	0.99	0.00	@
倦怠感	11.89	12.74	n
元氣大傷	12.10	12.62	a
繩子	12.67	10.53	n
蔡宗熙	12.05	12.43	n
難	1.23	0.00	a
鼤	0.70	0.00	@
凱曼	12.82	10.18	n
亐	0.72	0.00	@
兩千六百萬	11.59	13.73	n
蛣	0.71	0.00	@
輤	0.70	0.00	@
纐	0.70	0.00	@
群體	13.51	8.38	n
呆咩	11.63	12.74	n
哈塔米	10.99	14.32	n
擺爛	11.77	12.48	u
五點鐘	13.34	9.50	n
曑	0.72	0.00	@
樂迷	11.60	12.81	n
吳氏	11.24	13.46	n
姚瑞中	11.86	12.79	n
蓮心	11.65	12.71	n
交通省	13.35	15.17	n
吳昕昌	12.06	12.41	n
弧線	11.20	13.53	n
進德	13.16	9.32	v
過份	13.17	9.28	a
異性	13.21	9.19	n
天賜	12.60	10.68	A
安安靜靜	12.14	12.54	a
兩百二十一	11.36	14.12	n
格式為	13.37	9.42	v
潴	1.01	0.00	@
貪污罪	12.10	12.33	n
鳳西	11.41	13.15	n
減為	13.11	9.43	v
垂下	12.54	10.83	v
暳	0.71	0.00	@
么多	13.10	9.46	a
校區	13.13	15.01	n
皳	0.70	0.00	@
罴	0.89	0.00	@
周盈文	12.04	12.45	n
我相	13.29	8.98	n
一語	13.30	8.93	n
佴	0.84	0.00	@
百分之二十六	12.33	12.51	m
貝寶	11.32	13.33	n
拉姆培杜薩島	11.43	14.14	n
嚳	0.90	0.00	@
彴	0.78	0.00	@
復興號	13.12	16.11	n
倏星	11.13	13.65	n
古典樂	11.61	13.26	n
昆士蘭省	11.65	13.46	n
澳大利亞	13.86	13.65	n
拉基	13.08	15.23	n
冷靜下來	12.33	12.15	a
郭姊	11.73	12.56	n
鄭淑姬	12.05	12.43	n
重聽	13.13	9.40	a
資料	14.46	5.44	n
達到	14.08	6.68	v
公諸於世	11.50	13.71	v
哈孝	11.56	12.88	n
家庭年	11.51	13.44	n
中華白	13.26	9.71	n
軍醫	12.77	10.28	n
霧社	12.62	10.65	n
麐	0.70	0.00	@
雑	0.89	0.00	@
蜘蛛俠	12.30	11.91	n
散文類	12.38	11.76	n
數千億	11.99	12.54	n
庀	0.81	0.00	@
熱場	13.11	9.43	v
躐	0.78	0.00	@
蛑	0.81	0.00	@
林育名	11.95	12.62	n
烏鴉嘴	11.45	13.55	n
兩用	13.28	9.00	a
囁	0.90	0.00	@
佚羽	11.05	13.80	n
嚴竣	10.68	14.41	n
觀光月	13.01	10.33	n
躋身	12.84	10.13	u
巫術	11.16	13.61	n
區分	13.55	8.26	u
