# WORD	TF	IDF	ATTR
虐狗	11.73	12.54	n
螞蟻	13.15	9.35	n
黃玉榮	10.33	15.30	n
人稱	13.09	9.49	n
占到	13.20	9.21	u
基準法	12.65	11.16	n
互見	11.44	13.11	v
凜冽	12.20	11.57	a
關鍵	14.31	5.94	n
編程	13.11	9.44	u
范瑞	10.83	14.16	n
蘇澳鎮	11.32	13.78	n
懇談	12.31	11.35	u
社會性	13.48	9.15	n
長瀨	11.74	12.52	n
佈知	12.89	10.00	u
飛人	13.25	9.08	n
潑婦	12.01	11.98	n
脹痛	12.33	11.31	a
單軌	11.42	13.13	n
女扮男裝	12.37	12.08	v
槽車	12.34	11.28	n
艾布蘭	12.01	12.51	n
醒來	12.98	9.77	a
籌措	12.70	10.47	u
同享	13.02	9.66	v
八十年	13.23	9.78	n
代替代替	13.43	9.66	u
穀粒	11.97	12.08	n
分給	13.31	8.91	v
二百六十萬	11.40	14.06	n
特點	13.95	7.09	n
西裝褲	12.07	12.38	n
鉅作	12.84	10.13	n
小鬼頭	11.51	13.44	n
劉朝仁	12.06	12.40	n
男女生	13.21	9.84	n
監製	12.73	10.38	u
發酒瘋	11.27	13.86	a
倒過來	13.08	10.15	v
趁著	12.62	10.64	p
這廂	12.34	11.27	n
合約法	12.49	11.51	n
挫傷	12.35	11.26	u
土國	12.94	9.86	n
天災人禍	12.02	12.77	n
書生	12.94	9.88	n
塞普勒斯	12.88	10.98	n
窺視	12.41	11.11	u
張志銘	11.86	12.80	n
不失為	12.90	10.59	v
列赫	12.62	10.65	n
音樂院	13.33	15.26	n
前飛	13.17	9.28	n
傳喚	12.03	11.95	u
展望會	13.12	16.08	n
洞爺湖	11.62	13.24	n
見怪不怪	12.12	12.59	a
酸酸草	12.94	10.49	n
豐弟	11.72	12.57	n
縮頭	12.67	10.53	v
自閉症	12.23	12.07	n
小熊隊	11.78	12.94	n
價格戰	13.19	9.89	n
駐伊	12.60	10.69	n
菁英賽	11.80	12.90	n
取一	13.24	14.56	n
梁又琳	11.23	13.93	n
海峽	13.14	9.37	n
史翠克	11.86	12.79	n
趙佳韻	12.03	12.47	n
王文孝	11.99	12.54	n
卡王	13.12	15.05	n
牛頭不對馬嘴	10.73	15.20	a
生安	13.13	15.03	n
沉澱	12.97	9.79	a
變阿	13.12	9.42	a
血腥味	11.85	12.82	n
西米露	12.86	10.69	n
許嫌	11.75	12.51	n
繁華	13.17	9.29	a
李維寧科	12.90	10.93	n
寄來	13.06	9.56	v
歌聲	13.16	9.32	n
罣礙	11.06	13.78	n
錯失	12.57	10.75	v
入行	12.40	11.14	n
布托	12.89	10.00	n
逐漸	13.71	7.78	d
觀護	12.58	10.75	n
大精彩	13.50	9.10	n
四十三年	12.06	12.70	n
馬默德	12.06	12.41	n
垂掛	11.39	13.18	u
聖喬治	11.89	12.73	n
設有	13.21	9.17	v
延伸出	13.08	10.15	u
兩百二十萬	11.46	13.95	n
山月村	12.02	12.49	n
佛布茲	11.97	12.59	n
傷和氣	11.84	12.83	v
塞進	12.91	9.96	u
週記	13.15	9.34	n
驚豔	12.94	9.88	a
大岩桐	10.80	14.61	n
蒼井	12.25	11.47	n
儒先生	12.15	12.23	n
出遊	13.25	9.08	v
劉學強	12.05	12.42	n
互動台	13.24	15.64	n
易見	12.55	10.81	a
王建業	11.94	12.64	n
寫詩	13.00	9.73	n
霧煞煞	11.83	12.86	n
電台	13.57	13.09	n
木原	11.53	12.94	n
模範	13.20	9.22	n
施測	11.05	13.79	u
傳家寶	11.78	12.95	n
全麥	11.38	13.22	n
核電廠	12.64	11.18	n
開發區	13.47	14.66	n
藝術村	13.16	15.95	n
透紅	12.94	9.88	n
利正婷	12.07	12.38	n
小珊	12.65	10.58	n
崔克索	12.04	12.45	n
停板	12.91	9.96	n
沒出息	12.04	12.44	a
鵝蛋臉	11.36	13.70	n
王小寧	11.93	12.65	n
畫作	12.46	11.02	n
對等	13.36	8.79	A
巴赫茲	12.05	12.43	n
歷盡	12.38	11.20	v
低盤	13.03	9.64	n
前赴	13.00	9.72	v
強硬	12.84	10.13	a
許是	11.22	13.49	d
同一班	12.76	10.91	n
全壘打球	11.24	14.16	n
蕭瑟	12.26	11.45	a
記性	13.14	9.35	n
舞廳	12.54	10.82	n
劇團	12.77	10.30	n
登門	12.38	11.18	v
金政秀	12.02	12.48	n
阿爾卑斯式	11.87	13.25	n
車壇	11.59	12.82	n
大膽	13.46	8.51	a
嬌弱	11.56	12.87	a
聖露西亞	12.34	12.14	n
鐵定	12.44	11.05	d
美食館	13.18	15.85	n
摩天輪	12.12	12.28	n
貯藏	12.67	10.53	u
雪狼	12.70	10.46	n
別跑	11.19	13.55	v
心絞痛	12.57	11.34	n
阿波卡獵逃	11.03	14.65	n
淨盈餘為	12.09	12.63	v
節節	11.71	12.59	d
以訛傳訛	12.05	12.72	v
奧修	12.83	10.13	n
任事	11.02	13.85	v
嗅聞	11.67	12.67	u
娶到	12.79	10.24	u
劉文珍	11.88	12.76	n
扣抵	12.24	11.50	v
薩德市	12.94	10.50	n
蟲子	12.76	10.32	n
右腳	12.77	10.30	n
吊蘭	12.25	11.47	n
定居點	11.61	13.25	n
強忍	11.57	12.85	v
三十多	13.34	9.52	n
六經	13.21	14.69	n
流鬼	12.64	10.60	n
算做	13.14	9.37	v
構想	12.92	9.91	n
劉政鴻	10.69	14.79	n
沈文台	12.02	12.48	n
白斬雞	11.50	13.46	n
純粹	13.25	9.08	A
煙盒	12.69	10.48	n
入境處	12.54	11.40	n
初審	12.70	10.45	n
血絲	12.77	10.30	n
奶泡	12.59	10.72	n
座號	13.15	9.35	n
國泰	12.30	11.37	n
赤蛙	10.50	14.68	n
五萬五千	11.02	14.50	n
史柯拉	12.02	12.49	n
諾維茨基	12.16	12.51	n
拉瓦爾	12.01	12.50	n
豬圈	12.89	9.98	n
嫁妝	11.18	13.58	n
七十億	11.12	14.11	n
碰不得	13.02	10.31	v
坑殺	11.85	12.30	u
蕭敬騰	11.67	13.16	n
漢尼汾	11.21	13.96	n
密蘇里	12.24	12.04	n
帶有點	13.35	9.48	n
老劉	13.12	15.07	n
防範	13.47	8.47	v
分到	13.39	8.70	u
汝等	11.27	13.41	r
你儂我儂	12.19	12.44	a
罩上	12.82	10.16	u
顫慄	11.33	13.30	v
食品類股	12.70	11.37	n
高強	12.65	10.58	a
金黃色	12.31	11.89	n
水濂洞	10.62	14.89	n
過活	12.05	11.91	v
黃頌	11.32	13.32	n
班級	13.24	9.10	n
婦科	13.24	14.54	n
惜物	11.83	12.36	v
沒落	12.58	10.73	a
聖上	13.17	9.29	u
後方	13.06	15.30	n
好書	13.26	9.04	n
學姊人	12.13	12.26	n
維持	13.60	8.11	v
著筆	11.55	12.90	v
八萬一千	11.80	13.18	n
彭維岳	12.05	12.43	n
浸潤	12.45	11.03	v
續篇	11.90	12.21	n
話務	12.88	10.01	n
抓準	12.85	10.09	u
冰島	12.73	10.37	n
亂世	12.80	10.21	n
什們	13.14	9.36	n
傳媒	13.69	7.86	n
克蘭達爾	11.85	13.08	n
上門	13.55	8.27	v
旅行網	13.31	9.58	n
這裏	14.29	9.59	n
循線	11.96	12.09	d
維護	14.08	6.69	u
沒趣	11.99	12.04	a
親親	13.15	9.34	u
障礙賽	12.50	11.48	n
鬼片	12.84	10.11	n
肉鬆	11.89	12.22	n
文學節	10.51	15.06	n
拋光	12.77	10.29	a
師培	10.91	14.02	n
維爾京	12.60	11.27	n
血緣	12.47	10.99	n
改進法	13.09	10.12	n
滾瓜爛熟	11.91	12.97	v
拍自	13.16	9.31	u
黃海岱	10.58	14.95	n
仿制藥	11.64	13.20	n
換穿	12.98	9.78	u
虛榮心	12.10	12.33	n
金鑽	11.50	12.99	n
鳳凰網	12.17	12.19	n
一二零	11.03	14.26	n
帶好	13.29	8.98	u
汲汲營營	11.44	13.82	v
包商	11.30	13.36	n
戒護	12.27	11.43	u
來者不拒	13.10	10.46	v
傷害	13.62	8.05	n
棄兒	12.42	11.11	n
撞擊聲	12.07	12.38	n
預習	12.19	11.60	u
決策人	13.25	9.73	n
北銀	12.89	10.00	n
舖成	13.02	9.67	v
郭繼宗	12.04	12.44	n
速博	13.02	15.45	n
手電筒	12.80	10.82	n
主詞	10.94	13.98	n
德梅基	12.97	10.43	n
盈框	11.41	13.15	n
艾瑪	11.61	12.78	n
卡邁爾	12.72	11.01	n
復仇	12.92	9.92	v
說中	13.43	8.60	v
過不了	13.36	9.47	v
法屬	12.27	11.43	A
萊園	12.56	10.78	n
安靜到	10.80	14.62	a
內蒙古	14.00	12.34	n
變熟	12.68	10.49	a
製冰	12.82	10.16	v
受託	12.54	10.84	v
兔眼	12.49	10.94	n
複習考	12.93	10.52	n
藍色	13.07	9.54	n
書面	13.64	8.00	n
彩鈴	12.99	9.75	n
稅收	13.44	8.55	n
鐵拳	12.22	11.54	n
長處	12.65	10.58	n
萊法莫	12.70	11.04	n
發源	12.73	10.39	v
艾科泰	11.88	12.75	n
長虹	13.03	15.44	n
航旅	12.54	10.82	n
應當	13.64	8.01	d
捷星	12.79	10.25	n
將近	13.14	9.36	d
號碼布	12.83	10.76	n
關鍵球	11.13	14.10	n
投進去	12.03	12.47	v
商品標示法	12.11	12.79	n
非經常性	13.40	9.73	n
忍辱負重	12.36	12.09	a
吳俊立	11.83	12.84	n
無謂	12.58	10.74	A
中華民國	13.38	15.65	n
汽車	14.24	6.17	n
莊錦華	11.98	12.56	n
鐵馬道	11.84	12.83	n
晉三	11.13	13.66	n
維列加斯	13.11	16.72	n
構建	13.60	8.13	u
里契蒙	11.85	12.82	n
雲南省	13.12	16.10	n
黃羿	11.69	12.63	n
鄧肯	12.14	11.71	n
去你的	13.60	8.82	e
媽祖號	11.77	12.97	n
潰瘍	13.13	9.39	n
遠走	13.17	9.28	v
吵翻天	11.34	13.73	a
接種	12.79	10.23	u
黃大	11.36	13.25	n
游文宏	12.05	12.42	n
岸邊	12.46	11.02	n
六神兵	10.73	14.73	n
傳說	13.69	7.86	n
許文龍	10.72	14.74	n
音樂台	13.41	9.33	n
蕾蕾	13.01	15.53	n
代簽	12.67	10.53	n
亞利桑納	10.61	15.13	n
稀爛	11.61	12.79	a
謝夫成柯	12.00	12.81	n
踢倒	12.24	11.49	u
浮屍	11.21	13.51	n
對開	11.33	13.31	v
茶飯	11.73	12.55	n
蘿涵	11.31	13.33	n
認出	13.05	9.59	v
新聞社	13.42	14.90	n
勝績	11.64	12.72	n
亂葬崗	11.42	13.60	n
癌末	11.73	12.55	n
自建	13.18	9.26	u
謝師宴	11.46	13.52	n
倒掛	12.38	11.18	u
維拉瑞爾隊	12.06	12.89	n
蘇菲亞	11.48	13.49	n
刮出	12.68	10.51	u
猛男秀	12.08	12.37	n
車門	12.77	10.28	n
難擋	12.65	10.58	a
商品展	11.40	13.62	n
忌諱	12.70	10.46	v
交集點	12.01	12.50	n
哩程	11.61	12.78	n
心術	12.20	11.59	n
自力排雷	12.12	12.57	n
劉明德	11.92	12.67	n
吳卡王	11.97	12.59	n
刀鋒	12.58	10.74	n
婉約	12.26	11.45	a
投產	13.11	9.45	n
姚韻	11.68	12.65	n
十五年	13.36	9.45	n
一百九十億	12.21	12.60	n
生蠔	11.49	13.00	n
鋼樑	12.72	10.41	n
乾瞪眼	11.78	12.94	a
吐回	12.82	10.18	u
停滿	12.94	9.87	v
統計	14.29	6.00	n
隨性	13.19	9.24	a
巴塞隆納	12.60	11.60	n
交流團	13.35	9.49	n
說成	13.29	8.97	v
浮報	12.24	11.49	u
見怪	12.43	11.07	v
詞條	13.09	9.49	n
地牛星	13.09	10.12	n
國中生	11.72	13.05	n
美術館	13.09	16.20	n
送別	12.49	10.95	u
馬凱基斯	12.88	10.99	n
炸飛	12.22	11.54	u
苦樂	12.88	10.02	n
非卡隊	12.94	10.50	n
餘屋	10.46	14.75	n
講桌	12.61	10.66	n
白鳥	12.27	11.44	n
情何以堪	11.82	13.15	a
修指甲	12.05	12.43	v
戒掉	12.66	10.56	u
為限	13.10	9.47	v
典禮	13.12	9.43	n
清潔隊員	11.35	13.98	n
蒼鷹	11.25	13.45	n
遙遠	13.25	9.06	a
吳復連	11.59	13.30	n
蘇丹	12.79	10.23	n
謝小韞	12.04	12.45	n
脅迫	12.49	10.95	v
大不如前	13.46	9.59	a
左訓中心	12.11	12.59	n
軟性	11.41	13.15	A
寶島	12.17	11.66	n
蜜香茶	12.05	12.43	n
大竹研	11.23	13.92	n
巡察隊	10.97	14.35	n
申領	11.79	12.44	u
看起來	13.50	9.10	d
雨後春筍	12.68	11.42	n
跨區	13.03	15.43	n
報關	13.06	9.57	v
政風處	13.01	16.53	n
風影	13.12	9.42	n
時有	12.89	10.00	v
榮銜	10.80	14.21	n
得勝	12.26	11.45	a
抗凝血作用	11.94	13.11	n
中潭	12.61	10.66	n
海龜蛋	12.01	12.49	n
起浪	12.75	10.33	n
阿爾及爾	12.36	12.11	n
官方版	13.38	9.41	n
姬香	11.53	12.94	n
辨識度	12.03	12.46	n
嘉言錄	11.91	12.69	n
索洛威	12.04	12.45	n
雙管齊下	12.60	11.60	v
高高興興	12.24	12.34	a
調漲	12.78	10.26	u
跳脫出	12.53	11.43	v
拉文	13.17	14.84	n
火影	13.34	8.85	n
百分之五點八	13.52	9.87	m
軀體	12.66	10.56	n
萬法	11.41	13.16	n
增進	13.04	9.63	u
保護區	13.41	14.93	n
吸納	12.87	10.04	u
字號	13.62	8.06	n
後市	11.60	12.80	n
惡臭	12.25	11.47	n
沙格翰	12.07	12.38	n
販售	12.55	10.80	v
伊凡諾維奇	10.62	15.25	n
教練	13.34	8.85	n
籃虹盃	11.32	13.77	n
當選為	13.09	10.14	v
端到端	13.40	14.95	n
竹蓮寺	11.76	12.97	n
有模有樣	12.85	11.05	a
實力	13.76	7.66	n
動產	12.04	11.92	n
復會	13.12	9.42	v
紅臉	12.06	11.89	n
見諒	12.74	10.37	v
許明隆	12.04	12.45	n
安頓	12.37	11.21	u
小型車	11.71	13.07	n
凍傷	11.91	12.20	a
開特	13.18	14.82	n
巴東	11.38	13.21	n
合營	12.08	11.84	u
瓦魯耶夫	11.90	12.99	n
籃球	13.58	8.17	n
許銘傑	10.41	15.20	n
愛河	12.68	10.50	n
平實	12.31	11.36	a
廿一世紀	11.68	13.40	n
軍法官	12.18	12.17	n
年產量	12.39	11.73	n
印下	11.11	13.68	u
鐵絲	12.29	11.40	n
存單	11.93	12.14	n
林祺宏	12.06	12.40	n
保羅海吉斯	12.25	12.53	n
索國	11.30	13.35	n
頭昏	12.32	11.31	a
驗光師	11.24	13.91	n
七○○	14.57	5.94	n
李準基	11.74	13.03	n
避過	12.78	10.27	u
陸菲青	12.02	12.48	n
遙感	12.51	10.90	n
住滿	13.10	9.46	v
情牽	12.74	10.37	u
精裝版	12.41	11.68	n
輸血	12.51	10.90	v
馬卡報	10.94	14.39	n
阿柱	12.39	11.18	n
結痂	11.44	13.10	n
賽車	13.32	8.88	n
一塌糊塗	13.02	10.65	a
氣井	10.89	14.06	n
楊菁菁	11.82	12.88	n
訪中	11.44	13.10	n
金閣寺	11.59	13.29	n
發書	13.23	9.12	n
咨詢	14.21	6.26	v
攻城	12.60	10.69	v
海陸	11.63	12.74	n
但須	13.06	9.58	d
重傷	12.92	9.93	a
發牢騷	12.12	12.28	v
沙發椅	11.40	13.62	n
納札爾巴耶夫	12.37	12.43	n
舞獅	12.20	11.59	v
奧古斯塔	11.94	12.92	n
怯色	11.65	12.71	n
百分之十二點六	13.15	10.90	m
盧比	12.12	11.75	n
湯馬士	10.48	15.10	n
優惠期	13.21	9.83	n
廣植	10.87	14.10	u
紋面	12.78	10.27	n
觀摩	12.85	10.09	u
彈性襪	11.74	13.01	n
菅義偉	10.81	14.59	n
郭榮市	12.00	12.53	n
張緯純	12.06	12.40	n
蔡禎祥	12.04	12.45	n
陳男	10.51	14.67	n
決算	12.93	9.91	n
芙洛狄亞	11.66	13.43	n
餐餐	13.17	9.29	n
彈琴	11.72	12.58	v
挑撥離間	11.62	13.51	v
搖屁屁	11.88	12.75	v
洋平	11.58	12.84	n
許璋瑤	11.95	12.62	n
聽進	13.16	9.32	u
柑橘類	11.41	13.62	n
沙烏	12.16	11.68	n
少婦	13.08	9.51	n
帶出去	13.19	9.88	v
公審	11.70	12.61	u
父愛	12.86	10.06	n
進用	13.25	9.06	u
試戴	12.84	10.12	u
庫藏股	11.17	14.03	n
想要逃	13.07	10.18	v
闢謠	12.29	11.39	v
陳面謨	12.07	12.38	n
龍蝦	11.77	12.48	n
腦袋	13.26	9.04	n
型血	12.91	9.94	n
柯倫	11.35	13.27	n
王姓義	12.06	12.40	n
林丹	12.17	11.65	n
前戲	13.03	9.65	n
崩潰	13.29	8.96	a
菜菜	13.17	9.28	n
變性人	12.53	11.43	n
金榜題名	11.74	13.29	a
六萬八千	10.62	15.11	n
夢靨	11.18	13.58	n
諮商	12.10	11.80	v
郭泰源	10.99	14.32	n
衝刺班	12.05	12.42	n
緊抱	12.75	10.35	u
改點	13.12	9.42	n
浩威	12.32	11.33	n
危險率	10.61	14.90	n
李葆仁	12.02	12.49	n
捕獸夾	11.61	13.27	n
唱盤	11.52	12.96	n
政院	12.96	9.81	n
砥礪	11.56	12.88	u
名正言順	12.60	11.61	a
凱爾茲	12.25	12.02	n
迴繞	12.77	10.30	a
閉門	11.36	13.26	v
說不定	13.01	10.34	d
卑詩省	11.87	12.77	n
賴　停	12.59	11.29	n
獨資	13.05	9.60	v
文筆	12.74	10.37	n
文不對題	11.94	12.93	a
女強人	13.42	9.29	n
放逐到	12.01	12.49	u
腸胃病	12.08	12.36	n
嘴臉	12.39	11.16	n
周孟曄	12.04	12.45	n
竄升	11.64	12.72	v
長多	13.35	8.80	n
黛珂	11.18	13.57	n
龔怡萍	11.88	12.75	n
鎩羽而歸	11.56	13.61	v
台宏	11.21	13.51	n
唾棄	12.27	11.43	u
滇緬	11.22	13.49	n
老生常談	12.37	12.08	n
迫性	12.75	10.33	n
放棄	13.71	7.78	u
林穎穗	12.07	12.38	n
動過	13.22	9.16	u
篤信	11.91	12.20	v
鄉音	12.35	11.27	n
雜雜	13.16	9.31	a
祭出	12.68	10.49	u
供給面	12.59	11.29	n
枉費	11.88	12.25	v
省議會	12.21	12.10	n
蔡科俊	11.93	12.65	n
微積分	11.84	12.84	n
搶盡	12.87	10.05	u
退撫	11.73	12.56	a
養蝦場	11.87	12.78	n
棒球星	12.09	12.35	n
爽報	12.64	10.60	a
賽諾菲	12.46	11.58	n
黛西	12.20	11.58	n
妞問	11.75	12.52	v
定義	13.68	7.88	n
入浴	12.57	10.75	v
大空	12.13	11.73	a
油蔥	11.89	12.23	n
波斯貓	12.29	11.93	n
布魯克	12.55	11.37	n
玩起來	13.35	9.49	d
自編	13.10	9.47	v
送抵	12.61	10.66	v
兩百六十萬	11.46	13.96	n
殯葬業	11.84	12.83	n
酒釀	11.68	12.65	n
攝護腺癌	11.50	13.72	n
四十六億	10.56	15.19	n
王令麟	11.71	13.08	n
美國私募基金	12.31	12.56	n
蕾哈娜	11.80	12.92	n
卓文萱	11.82	12.87	n
檢改會	12.60	11.28	n
無止盡	12.69	11.07	a
後繼無人	11.06	14.45	a
翻箱倒櫃	12.19	12.45	v
長春路	13.05	10.23	n
毛線帽	11.41	13.62	n
佛蘭	12.82	10.16	n
卓絕	11.70	12.62	a
星爺	11.97	12.06	n
山羊座	11.80	12.92	n
忍受度	12.13	12.26	n
思嘉	12.87	10.04	n
手繪	12.75	10.33	u
副經理	13.28	9.66	n
受委屈	12.13	12.26	a
人魚	12.66	10.56	n
烏溪	10.90	14.05	n
蝦餅	11.71	12.59	n
納古拉	12.91	10.55	n
砲戰	12.50	10.93	n
玉蘭花樹	11.75	13.27	n
府方	12.85	10.09	n
沙嗲	10.92	14.01	n
鄭丞鈞	12.04	12.44	n
北逼	12.41	11.12	n
垃圾山	12.97	10.41	n
尼維斯	13.27	15.51	n
收下來	13.27	9.69	v
精打細算	12.83	11.09	a
魯承恩	12.07	12.39	n
徵兵制	11.72	13.05	n
備感	13.04	9.63	v
僥倖	11.69	12.62	a
先發投手群	11.49	13.90	n
七千億	10.63	14.87	n
江國輝	12.05	12.43	n
盡到	13.23	9.12	v
火燙	11.22	13.50	n
新航站	13.12	16.11	n
紅毯	11.67	12.67	n
深諳	11.70	12.60	v
敗筆	12.27	11.44	n
星盤	12.98	9.76	n
台灣台	11.60	13.28	n
好漢	12.62	10.63	n
飛蚊症	11.61	13.27	n
七年級生	12.72	11.34	n
太麻里鄉	11.38	13.91	n
甘利明	11.53	13.40	n
愛得	11.79	12.43	n
儲能器	11.86	12.79	n
輿情	11.78	12.45	n
講道	13.07	9.53	v
亞斯平	13.02	16.47	n
帕圖說	11.63	13.22	n
揉揉	12.54	10.82	u
爭搶	12.84	10.13	u
歌劇團	11.78	12.94	n
人押	12.44	11.05	u
家財萬貫	11.61	13.52	a
演講廳	12.71	11.02	n
煮出來	12.62	11.22	u
傻咪	11.69	12.63	a
服用降	12.06	12.41	n
樸克牌	11.59	13.30	n
促銷戰	12.57	11.34	n
彭吉歐尼	12.18	12.46	n
西西里島	11.73	13.31	n
韓藝瑟	11.67	13.16	n
摸彩箱	11.66	13.16	n
康卡斯特	13.07	16.84	n
聯展	12.69	10.47	n
達羅卡	13.26	15.54	n
澳網	13.03	9.65	n
西爾	13.14	14.97	n
證券報	13.26	9.71	n
李欣芳	11.71	13.09	n
激動	13.45	8.52	a
納溜馬	11.74	13.02	n
豆豆龍	12.90	10.58	n
漸增	12.56	10.79	a
嘉賓	13.27	9.01	n
建國北路	12.51	11.79	n
天曉得	11.90	12.72	a
削鉛筆機	11.60	13.54	n
吳皓昇	12.02	12.49	n
投過	13.04	9.62	u
效應	13.48	8.44	n
泰武鄉	11.97	12.58	n
跳樓	13.03	9.64	v
哈山	10.38	14.86	n
舒適性	12.08	12.37	n
車頂	11.48	13.02	n
爾姆奇薩	12.36	12.09	n
綜合類	13.38	9.40	n
十九世紀	12.93	10.87	n
前段班	11.75	13.00	n
拖行	12.77	10.28	u
鐵管	12.94	9.86	n
焦慮	13.06	9.58	a
夜審	11.77	12.48	n
伙食費	12.01	12.50	n
紙橋	12.77	10.29	n
醒吾	11.64	12.72	n
七逃人	12.95	10.47	n
用戶	14.56	5.10	n
試練	11.81	12.39	u
阿爾及利亞	13.15	16.94	n
歡喜	13.06	9.57	v
祇要	13.34	8.83	c
講授	12.74	10.35	u
醜小鴨	11.39	13.64	n
彈鋼琴	12.12	12.28	v
自得其樂	12.19	12.44	a
詠嘆調	12.13	12.26	n
醫學	13.85	7.39	n
股價	13.07	9.54	n
景翔	10.74	14.30	n
歸鄉	12.78	10.27	v
無疆界記者	11.53	13.84	n
兩百二十三	11.40	14.05	n
勵志書	13.12	10.07	n
管他的	11.45	13.55	a
青年組	13.35	9.48	n
主導權	12.80	10.83	n
五億五千萬	12.11	12.80	n
不醒人事	12.18	12.47	a
氣球	12.84	10.12	n
爭光	12.31	11.35	v
輕笑	12.94	9.88	v
沖到	13.11	9.43	u
沙辛	10.62	14.49	n
早點	13.06	9.57	d
檢查員	13.27	9.68	n
虛張聲勢	12.25	12.32	v
重飛	13.10	15.17	n
款額	12.09	11.82	n
初試	12.51	10.89	v
敗訴	12.48	10.96	a
神通廣大	11.98	12.85	a
馬特	11.59	12.81	n
當做	12.78	10.27	v
古時	11.61	12.78	n
官場	12.71	10.44	n
中盤商	11.15	14.06	n
見風轉舵	11.11	14.36	a
証明	13.82	7.47	v
甲說	13.06	9.57	n
裝置	13.56	8.22	n
徐罡熙	12.07	12.38	n
傢伙	13.37	8.75	n
勃勒	11.67	12.66	v
京香	11.40	13.17	n
領取	13.36	8.77	u
頭前	13.19	9.22	n
醒過來	12.82	10.77	a
李芸嬋	11.81	12.88	n
苦撐	11.87	12.28	u
頒佈	13.23	9.13	v
無菸	13.06	9.57	v
桃竹苗區	12.18	12.47	n
初賽	12.22	11.55	n
抨擊	12.60	10.68	u
噴嚏	12.49	10.94	n
並比	13.28	8.99	u
交鋒	12.79	10.25	v
聖誕	13.44	8.55	n
通知書	12.92	10.53	n
大於	13.44	8.56	v
桑吉內	11.99	12.53	n
狹隘	12.58	10.75	a
唱到	13.13	9.38	u
窮困	12.24	11.49	a
答非所問	12.18	12.45	a
宮古	11.79	12.42	n
惠嘉	10.40	14.83	n
歐姓男子	11.78	13.23	n
炊煙	12.28	11.42	n
意識	13.82	7.48	n
敬謝不敏	11.30	14.06	v
義大利文	11.77	13.24	n
敗露	12.08	11.85	a
打油詩	12.21	12.10	n
研擬出	12.43	11.64	u
龍潭	12.69	10.47	n
林玲安	12.06	12.41	n
屋契	11.70	12.62	n
廢液	12.40	11.15	n
廣泛	13.81	7.51	a
絆住	11.78	12.44	u
八百五十萬	11.86	13.27	n
預報員	12.63	11.20	n
菲華	12.97	9.80	n
拍戲	12.72	10.40	v
後期	13.40	8.66	n
化身成	12.36	11.79	v
痛經	12.59	10.72	n
欠下	12.25	11.48	u
燒肉屋	11.13	14.09	n
拉巴市	11.45	13.55	n
番路鄉	12.16	12.20	n
隨之	13.23	9.12	d
暗地裡	12.58	11.32	d
正負	11.47	13.04	A
回診	11.29	13.37	v
歸營	12.65	10.57	n
市佔率	13.19	9.89	n
古宅	11.30	13.35	n
保證人	12.14	12.23	n
難眠	11.85	12.32	v
志航	12.59	10.71	n
愛佳	11.04	13.81	n
一般型	13.35	9.48	n
林吉祥	10.69	14.78	n
皆大歡喜	12.66	11.46	a
海霸王	12.14	12.25	n
游資	12.13	11.73	n
老招	13.04	9.63	n
芬蘭	13.11	15.10	n
參謀總長	11.56	13.62	n
女系家族	11.20	14.22	n
八千四百萬	12.15	12.71	n
艾琳汗	12.05	12.43	n
熱熱	11.57	12.86	a
假以時日	13.43	9.66	a
刷爆	11.82	12.38	u
不良於行	13.00	10.71	a
湯類	11.16	13.60	n
貼有	13.25	9.06	v
金剛石	12.62	11.22	n
掛羊頭賣狗肉	11.42	14.14	a
果樹	12.79	10.25	n
苦戀	12.57	10.76	v
關顧	10.94	13.98	v
防檢局	12.58	11.31	n
飛散	11.92	12.16	v
針對	13.89	7.25	p
就此打住	11.67	13.42	v
焚風	11.86	12.29	n
單行道	11.65	13.18	n
阿翔	12.78	10.27	n
龍哥	11.27	13.40	n
西國	13.16	14.91	n
健力	12.93	9.90	n
協創	12.57	10.76	n
浮板	12.28	11.41	n
營收	12.94	9.88	n
舉人	12.83	10.13	n
郭林勇	11.97	12.58	n
滄桑感	12.01	12.50	n
女女	13.39	8.70	n
耐多藥結核病	11.53	13.97	n
刑度	12.30	11.37	n
民雄鄉	11.46	13.52	n
黃淑琦	11.89	12.74	n
一茶	13.14	9.36	n
記大過	13.41	9.32	v
城樓	12.26	11.46	n
民謠	12.79	10.23	n
倒抽	12.71	10.42	u
聽出	13.25	9.06	v
專利	13.57	8.18	n
可調式	11.84	12.83	A
盪漾	11.31	13.33	a
訂定	12.90	9.97	u
直達	13.20	9.20	v
屏教	12.73	10.39	n
伸張	12.12	11.75	u
外暴	12.77	10.29	n
楊忠全	11.93	12.65	n
舊金山灣區	11.86	13.26	n
變現	12.39	11.18	u
雇傭	12.73	10.37	n
動漫迷	11.70	13.09	n
一估	12.84	10.13	u
有機米	11.21	13.95	n
纖腰	11.70	12.61	n
觀光科	12.22	12.08	n
秀麗	12.96	9.81	a
競爭性	13.39	9.37	n
合併成	13.06	10.22	v
意者	13.11	9.44	n
千愛	13.13	9.38	n
綽綽有餘	12.52	11.76	a
悲慘	13.02	9.67	a
廖春熹	12.06	12.40	n
瘀青	11.65	12.70	n
趙凱成	12.07	12.39	n
豪門	12.96	9.82	n
賴文福	12.03	12.47	n
龍形	11.18	13.56	n
